2017-12-06 19:17:21.868 [8448] LOG_ALARM -----------------  log4z thread started!   ---------------------------- log4z.cpp:1924
2017-12-06 19:17:21.873 [8448] LOG_ALARM logger id=0 key=Main name=Main path=./log/ level=0 display=true log4z.cpp:1934
2017-12-06 19:17:21.873 [10284] LOG_TRACE stream input *** LOGT LOGT LOGT LOGT ***  cctdlg.cpp:80
2017-12-06 19:17:21.873 [10284] LOG_DEBUG stream input *** LOGD LOGD LOGD LOGD ***  cctdlg.cpp:81
2017-12-06 19:17:21.873 [10284] LOG_INFO stream input *** LOGI LOGI LOGI LOGI ***  cctdlg.cpp:82
2017-12-06 19:17:21.873 [10284] LOG_WARN stream input *** LOGW LOGW LOGW LOGW ***  cctdlg.cpp:83
2017-12-06 19:17:21.873 [10284] LOG_ERROR stream input *** LOGE LOGE LOGE LOGE ***  cctdlg.cpp:84
2017-12-06 19:17:21.873 [10284] LOG_ALARM stream input *** LOGA LOGA LOGA LOGA ***  cctdlg.cpp:85
2017-12-06 19:17:21.873 [10284] LOG_FATAL stream input *** LOGF LOGF LOGF LOGF ***  cctdlg.cpp:86
2017-12-06 19:17:21.873 [10284] LOG_TRACE format input *** LOGFMTT *** 123456 *** cctdlg.cpp:87
2017-12-06 19:17:21.873 [10284] LOG_DEBUG format input *** LOGFMTD *** 123456 *** cctdlg.cpp:88
2017-12-06 19:17:21.873 [10284] LOG_INFO format input *** LOGFMTI *** 123456 *** cctdlg.cpp:89
2017-12-06 19:17:21.873 [10284] LOG_WARN format input *** LOGFMTW *** 123456 *** cctdlg.cpp:90
2017-12-06 19:17:21.873 [10284] LOG_ERROR format input *** LOGFMTE *** 123456 *** cctdlg.cpp:91
2017-12-06 19:17:21.873 [10284] LOG_ALARM format input *** LOGFMTA *** 123456 *** cctdlg.cpp:92
2017-12-06 19:17:21.873 [10284] LOG_FATAL format input *** LOGFMTF *** 123456 *** cctdlg.cpp:93
2017-12-06 19:17:21.873 [10284] LOG_ALARM main quit ... cctdlg.cpp:95
2017-12-06 19:17:21.937 [10284] LOG_TRACE CCCTDlg::udp_client_init cctdlg.cpp:611
2017-12-06 19:17:21.937 [8640] LOG_TRACE call_dev_mon_thread 
 devmon.cpp:6
2017-12-06 19:17:21.937 [8640] LOG_TRACE CDevMon::dev_mon_thread start
 devmon.cpp:29
2017-12-06 19:17:22.022 [10284] LOG_TRACE m_s32_volume=50 cctdlg.cpp:1180
2017-12-06 19:17:25.559 [10284] LOG_TRACE CCCTDlg::stopRecord cctdlg.cpp:583
2017-12-06 19:17:25.560 [10284] LOG_INFO wav in close err:5 cctdlg.cpp:593
2017-12-06 19:17:31.250 [10284] LOG_TRACE m_s32_volume=50 cctdlg.cpp:1180
2017-12-06 19:17:32.581 [10284] LOG_TRACE m_s32_volume=50 cctdlg.cpp:1180
2017-12-06 19:17:32.668 [10284] LOG_TRACE m_s32_volume=51 cctdlg.cpp:1180
2017-12-06 19:17:32.688 [10284] LOG_TRACE m_s32_volume=53 cctdlg.cpp:1180
2017-12-06 19:17:32.696 [10284] LOG_TRACE m_s32_volume=54 cctdlg.cpp:1180
2017-12-06 19:17:32.704 [10284] LOG_TRACE m_s32_volume=55 cctdlg.cpp:1180
2017-12-06 19:17:32.714 [10284] LOG_TRACE m_s32_volume=56 cctdlg.cpp:1180
2017-12-06 19:17:32.722 [10284] LOG_TRACE m_s32_volume=57 cctdlg.cpp:1180
2017-12-06 19:17:32.730 [10284] LOG_TRACE m_s32_volume=58 cctdlg.cpp:1180
2017-12-06 19:17:32.738 [10284] LOG_TRACE m_s32_volume=59 cctdlg.cpp:1180
2017-12-06 19:17:32.746 [10284] LOG_TRACE m_s32_volume=61 cctdlg.cpp:1180
2017-12-06 19:17:32.770 [10284] LOG_TRACE m_s32_volume=62 cctdlg.cpp:1180
2017-12-06 19:17:32.778 [10284] LOG_TRACE m_s32_volume=63 cctdlg.cpp:1180
2017-12-06 19:17:32.786 [10284] LOG_TRACE m_s32_volume=64 cctdlg.cpp:1180
2017-12-06 19:17:32.802 [10284] LOG_TRACE m_s32_volume=65 cctdlg.cpp:1180
2017-12-06 19:17:32.812 [10284] LOG_TRACE m_s32_volume=66 cctdlg.cpp:1180
2017-12-06 19:17:32.821 [10284] LOG_TRACE m_s32_volume=68 cctdlg.cpp:1180
2017-12-06 19:17:32.828 [10284] LOG_TRACE m_s32_volume=70 cctdlg.cpp:1180
2017-12-06 19:17:32.836 [10284] LOG_TRACE m_s32_volume=71 cctdlg.cpp:1180
2017-12-06 19:17:32.844 [10284] LOG_TRACE m_s32_volume=73 cctdlg.cpp:1180
2017-12-06 19:17:32.852 [10284] LOG_TRACE m_s32_volume=76 cctdlg.cpp:1180
2017-12-06 19:17:32.862 [10284] LOG_TRACE m_s32_volume=79 cctdlg.cpp:1180
2017-12-06 19:17:32.870 [10284] LOG_TRACE m_s32_volume=82 cctdlg.cpp:1180
2017-12-06 19:17:32.878 [10284] LOG_TRACE m_s32_volume=86 cctdlg.cpp:1180
2017-12-06 19:17:32.886 [10284] LOG_TRACE m_s32_volume=90 cctdlg.cpp:1180
2017-12-06 19:17:32.894 [10284] LOG_TRACE m_s32_volume=93 cctdlg.cpp:1180
2017-12-06 19:17:32.902 [10284] LOG_TRACE m_s32_volume=96 cctdlg.cpp:1180
2017-12-06 19:17:32.912 [10284] LOG_TRACE m_s32_volume=99 cctdlg.cpp:1180
2017-12-06 19:17:32.920 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:33.328 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:33.329 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:33.329 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:33.952 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:42.757 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:43.488 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:47.011 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:17:50.910 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:18:32.274 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:18:33.646 [10284] LOG_TRACE m_s32_volume=100 cctdlg.cpp:1180
2017-12-06 19:18:37.123 [10284] LOG_TRACE m_s32_volume=99 cctdlg.cpp:1180
2017-12-06 19:18:37.131 [10284] LOG_TRACE m_s32_volume=95 cctdlg.cpp:1180
2017-12-06 19:18:37.139 [10284] LOG_TRACE m_s32_volume=93 cctdlg.cpp:1180
2017-12-06 19:18:37.147 [10284] LOG_TRACE m_s32_volume=91 cctdlg.cpp:1180
2017-12-06 19:18:37.157 [10284] LOG_TRACE m_s32_volume=89 cctdlg.cpp:1180
2017-12-06 19:18:37.165 [10284] LOG_TRACE m_s32_volume=86 cctdlg.cpp:1180
2017-12-06 19:18:37.181 [10284] LOG_TRACE m_s32_volume=84 cctdlg.cpp:1180
2017-12-06 19:18:37.197 [10284] LOG_TRACE m_s32_volume=83 cctdlg.cpp:1180
2017-12-06 19:18:37.205 [10284] LOG_TRACE m_s32_volume=82 cctdlg.cpp:1180
2017-12-06 19:18:37.247 [10284] LOG_TRACE m_s32_volume=81 cctdlg.cpp:1180
2017-12-06 19:18:37.267 [10284] LOG_TRACE m_s32_volume=80 cctdlg.cpp:1180
2017-12-06 19:18:37.275 [10284] LOG_TRACE m_s32_volume=79 cctdlg.cpp:1180
2017-12-06 19:18:37.283 [10284] LOG_TRACE m_s32_volume=78 cctdlg.cpp:1180
2017-12-06 19:18:37.303 [10284] LOG_TRACE m_s32_volume=77 cctdlg.cpp:1180
2017-12-06 19:18:37.315 [10284] LOG_TRACE m_s32_volume=76 cctdlg.cpp:1180
2017-12-06 19:18:37.337 [10284] LOG_TRACE m_s32_volume=75 cctdlg.cpp:1180
2017-12-06 19:18:37.345 [10284] LOG_TRACE m_s32_volume=74 cctdlg.cpp:1180
2017-12-06 19:18:37.361 [10284] LOG_TRACE m_s32_volume=73 cctdlg.cpp:1180
2017-12-06 19:18:37.371 [10284] LOG_TRACE m_s32_volume=72 cctdlg.cpp:1180
2017-12-06 19:18:37.379 [10284] LOG_TRACE m_s32_volume=71 cctdlg.cpp:1180
2017-12-06 19:18:37.387 [10284] LOG_TRACE m_s32_volume=70 cctdlg.cpp:1180
2017-12-06 19:18:37.395 [10284] LOG_TRACE m_s32_volume=68 cctdlg.cpp:1180
2017-12-06 19:18:37.403 [10284] LOG_TRACE m_s32_volume=66 cctdlg.cpp:1180
2017-12-06 19:18:37.411 [10284] LOG_TRACE m_s32_volume=63 cctdlg.cpp:1180
2017-12-06 19:18:37.421 [10284] LOG_TRACE m_s32_volume=61 cctdlg.cpp:1180
2017-12-06 19:18:37.429 [10284] LOG_TRACE m_s32_volume=59 cctdlg.cpp:1180
2017-12-06 19:18:37.437 [10284] LOG_TRACE m_s32_volume=57 cctdlg.cpp:1180
