2017-12-15 14:05:28.116 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:33.118 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:38.122 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:43.125 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:48.128 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:53.130 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:05:58.134 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:03.136 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:04.841 [17748] LOG_TRACE file[0] play stop cctdlg.cpp:1029
2017-12-15 14:06:04.841 [17748] LOG_TRACE play file change to  0 cctdlg.cpp:1038
2017-12-15 14:06:08.139 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:13.142 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:18.145 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:23.147 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:28.148 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:33.150 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:38.151 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:43.152 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
2017-12-15 14:06:48.154 [12416] LOG_TRACE rcv[23]:{DEV_ID:1},{LOST:0.00%} devmon.cpp:53
